station_id,month,electricity_cost_per_kwh,total_energy_supplied_kwh,total_energy_cost
76,2025-06-01,1.95,19368.00,37767.60
76,2025-07-01,2.10,19960.00,41916.00
76,2025-08-01,2.10,14683.00,30834.30
76,2025-09-01,2.40,11437.00,27448.80
76,2025-10-01,2.40,18749.00,44997.60
76,2025-11-01,2.25,13073.00,29414.25
76,2025-12-01,2.10,9896.00,20781.60
77,2024-01-01,1.95,14684.00,28633.80
77,2024-02-01,1.95,16744.00,32650.80
77,2024-03-01,2.25,10670.00,24007.50
77,2024-04-01,1.95,17043.00,33233.85
77,2024-05-01,2.25,8603.00,19356.75
77,2024-06-01,1.95,8825.00,17208.75
77,2024-07-01,2.25,11204.00,25209.00
77,2024-08-01,2.25,15435.00,34728.75
77,2024-09-01,1.95,13185.00,25710.75
77,2024-10-01,2.10,9382.00,19702.20
77,2024-11-01,1.95,16903.00,32960.85
77,2024-12-01,1.95,16554.00,32280.30
77,2025-01-01,2.10,18459.00,38763.90
77,2025-02-01,2.10,8355.00,17545.50
77,2025-03-01,1.95,13902.00,27108.90
77,2025-04-01,1.95,12830.00,25018.50
77,2025-05-01,2.10,10965.00,23026.50
77,2025-06-01,1.95,13981.00,27262.95
77,2025-07-01,2.10,9782.00,20542.20
77,2025-08-01,2.25,14282.00,32134.50
77,2025-09-01,2.25,10844.00,24399.00
77,2025-10-01,2.25,15929.00,35840.25
77,2025-11-01,2.10,10190.00,21399.00
77,2025-12-01,2.25,14785.00,33266.25
78,2024-01-01,1.95,14152.00,27596.40
78,2024-02-01,2.40,14844.00,35625.60
78,2024-03-01,2.10,14506.00,30462.60
78,2024-04-01,1.95,8113.00,15820.35
78,2024-05-01,2.40,15501.00,37202.40
78,2024-06-01,2.10,15328.00,32188.80
78,2024-07-01,2.10,8099.00,17007.90
78,2024-08-01,2.25,19408.00,43668.00
78,2024-09-01,1.95,13183.00,25706.85
78,2024-10-01,2.40,8944.00,21465.60
78,2024-11-01,2.40,9022.00,21652.80
78,2024-12-01,2.25,10949.00,24635.25
78,2025-01-01,2.40,9614.00,23073.60
78,2025-02-01,2.25,19968.00,44928.00
78,2025-03-01,2.25,17820.00,40095.00
78,2025-04-01,2.25,19269.00,43355.25
78,2025-05-01,1.95,10548.00,20568.60
78,2025-06-01,1.95,10500.00,20475.00
78,2025-07-01,1.95,13153.00,25648.35
78,2025-08-01,2.10,15893.00,33375.30
78,2025-09-01,1.95,12108.00,23610.60
78,2025-10-01,2.10,9228.00,19378.80
78,2025-11-01,2.25,17740.00,39915.00
78,2025-12-01,2.25,18345.00,41276.25
79,2024-01-01,2.10,18629.00,39120.90
79,2024-02-01,2.40,15656.00,37574.40
79,2024-03-01,2.40,12630.00,30312.00
79,2024-04-01,2.10,18422.00,38686.20
79,2024-05-01,2.40,15533.00,37279.20
79,2024-06-01,2.25,16123.00,36276.75
79,2024-07-01,2.25,18265.00,41096.25
79,2024-08-01,2.10,12472.00,26191.20
79,2024-09-01,2.40,12497.00,29992.80
79,2024-10-01,1.95,9973.00,19447.35
79,2024-11-01,2.25,16137.00,36308.25
79,2024-12-01,1.95,11884.00,23173.80
79,2025-01-01,1.95,13830.00,26968.50
79,2025-02-01,1.95,17620.00,34359.00
79,2025-03-01,1.95,11224.00,21886.80
79,2025-04-01,2.40,15316.00,36758.40
79,2025-05-01,1.95,18414.00,35907.30
79,2025-06-01,2.40,8563.00,20551.20
79,2025-07-01,2.10,19818.00,41617.80
79,2025-08-01,2.10,13498.00,28345.80
79,2025-09-01,2.25,17188.00,38673.00
79,2025-10-01,2.40,14899.00,35757.60
79,2025-11-01,2.25,13169.00,29630.25
79,2025-12-01,2.40,16875.00,40500.00
80,2024-01-01,2.25,12113.00,27254.25
80,2024-02-01,2.25,18778.00,42250.50
80,2024-03-01,2.40,19825.00,47580.00
80,2024-04-01,2.40,8843.00,21223.20
80,2024-05-01,2.25,11158.00,25105.50
80,2024-06-01,2.40,16243.00,38983.20
80,2024-07-01,2.25,17243.00,38796.75
80,2024-08-01,1.95,12098.00,23591.10
80,2024-09-01,2.40,14151.00,33962.40
80,2024-10-01,2.40,8021.00,19250.40
80,2024-11-01,2.25,16312.00,36702.00
80,2024-12-01,2.25,9988.00,22473.00
80,2025-01-01,2.40,18085.00,43404.00
80,2025-02-01,2.10,17539.00,36831.90
80,2025-03-01,2.25,12724.00,28629.00
80,2025-04-01,2.40,10514.00,25233.60
80,2025-05-01,2.25,16961.00,38162.25
80,2025-06-01,2.10,10198.00,21415.80
80,2025-07-01,2.40,10361.00,24866.40
80,2025-08-01,2.40,10189.00,24453.60
80,2025-09-01,1.95,11144.00,21730.80
80,2025-10-01,2.25,16939.00,38112.75
80,2025-11-01,2.10,15454.00,32453.40
80,2025-12-01,2.25,11959.00,26907.75
81,2024-01-01,2.40,17425.00,41820.00
81,2024-02-01,1.95,10967.00,21385.65
81,2024-03-01,2.10,11288.00,23704.80
81,2024-04-01,1.95,19323.00,37679.85
81,2024-05-01,2.25,16931.00,38094.75
81,2024-06-01,2.40,18407.00,44176.80
81,2024-07-01,2.25,9300.00,20925.00
81,2024-08-01,2.10,14262.00,29950.20
81,2024-09-01,2.25,12437.00,27983.25
81,2024-10-01,2.10,13767.00,28910.70
81,2024-11-01,2.40,15329.00,36789.60
81,2024-12-01,2.10,8202.00,17224.20
81,2025-01-01,2.40,10371.00,24890.40
81,2025-02-01,2.25,13095.00,29463.75
81,2025-03-01,2.40,16304.00,39129.60
81,2025-04-01,2.25,12707.00,28590.75
81,2025-05-01,2.10,19988.00,41974.80
81,2025-06-01,2.40,13561.00,32546.40
81,2025-07-01,2.25,13911.00,31299.75
81,2025-08-01,2.40,18280.00,43872.00
81,2025-09-01,2.25,12059.00,27132.75
81,2025-10-01,2.25,9253.00,20819.25
81,2025-11-01,1.95,18693.00,36451.35
81,2025-12-01,2.40,13721.00,32930.40
82,2024-01-01,1.95,13580.00,26481.00
82,2024-02-01,1.95,9825.00,19158.75
82,2024-03-01,2.25,19605.00,44111.25
82,2024-04-01,1.95,13812.00,26933.40
82,2024-05-01,1.95,17017.00,33183.15
82,2024-06-01,2.40,8316.00,19958.40
82,2024-07-01,2.40,14102.00,33844.80
82,2024-08-01,1.95,8917.00,17388.15
82,2024-09-01,1.95,8973.00,17497.35
82,2024-10-01,1.95,8321.00,16225.95
82,2024-11-01,2.10,14345.00,30124.50
82,2024-12-01,1.95,11981.00,23362.95
82,2025-01-01,1.95,8000.00,15600.00
82,2025-02-01,2.10,15473.00,32493.30
82,2025-03-01,2.10,10230.00,21483.00
82,2025-04-01,2.10,9923.00,20838.30
82,2025-05-01,2.25,19733.00,44399.25
82,2025-06-01,2.10,8289.00,17406.90
82,2025-07-01,2.10,9313.00,19557.30
82,2025-08-01,2.40,13962.00,33508.80
82,2025-09-01,2.25,13332.00,29997.00
82,2025-10-01,2.25,10583.00,23811.75
82,2025-11-01,1.95,16564.00,32299.80
82,2025-12-01,1.95,8627.00,16822.65
83,2024-01-01,2.10,11012.00,23125.20
83,2024-02-01,1.95,15099.00,29443.05
83,2024-03-01,2.25,16983.00,38211.75
83,2024-04-01,2.25,9009.00,20270.25
83,2024-05-01,2.10,15205.00,31930.50
83,2024-06-01,2.10,13659.00,28683.90
83,2024-07-01,2.10,16736.00,35145.60
83,2024-08-01,2.40,14014.00,33633.60
83,2024-09-01,1.95,16956.00,33064.20
83,2024-10-01,2.25,12013.00,27029.25
83,2024-11-01,2.10,14689.00,30846.90
83,2024-12-01,2.40,12278.00,29467.20
83,2025-01-01,2.40,15257.00,36616.80
83,2025-02-01,2.25,18618.00,41890.50
83,2025-03-01,2.40,8024.00,19257.60
83,2025-04-01,2.25,11793.00,26534.25
83,2025-05-01,2.40,19441.00,46658.40
83,2025-06-01,1.95,17961.00,35023.95
83,2025-07-01,1.95,18168.00,35427.60
83,2025-08-01,2.25,11224.00,25254.00
83,2025-09-01,1.95,9766.00,19043.70
83,2025-10-01,1.95,8257.00,16101.15
83,2025-11-01,1.95,19347.00,37726.65
83,2025-12-01,2.40,8774.00,21057.60
84,2024-01-01,2.40,13859.00,33261.60
84,2024-02-01,1.95,11941.00,23284.95
84,2024-03-01,2.25,15174.00,34141.50
84,2024-04-01,2.25,18648.00,41958.00
84,2024-05-01,1.95,10437.00,20352.15
84,2024-06-01,2.40,18766.00,45038.40
84,2024-07-01,1.95,10280.00,20046.00
84,2024-08-01,2.10,9511.00,19973.10
84,2024-09-01,2.40,15572.00,37372.80
84,2024-10-01,2.10,19445.00,40834.50
84,2024-11-01,2.25,9439.00,21237.75
84,2024-12-01,2.25,18748.00,42183.00
84,2025-01-01,1.95,9141.00,17824.95
84,2025-02-01,2.10,12513.00,26277.30
84,2025-03-01,2.25,18749.00,42185.25
84,2025-04-01,2.25,12566.00,28273.50
84,2025-05-01,2.10,15045.00,31594.50
84,2025-06-01,2.40,13105.00,31452.00
84,2025-07-01,1.95,14760.00,28782.00
84,2025-08-01,2.40,16420.00,39408.00
84,2025-09-01,1.95,12100.00,23595.00
84,2025-10-01,2.25,19986.00,44968.50
84,2025-11-01,1.95,15916.00,31036.20
84,2025-12-01,2.10,10193.00,21405.30
85,2024-01-01,2.10,8058.00,16921.80
85,2024-02-01,2.40,11682.00,28036.80
85,2024-03-01,2.40,14533.00,34879.20
85,2024-04-01,2.25,13826.00,31108.50
85,2024-05-01,2.10,13760.00,28896.00
85,2024-06-01,2.10,16725.00,35122.50
85,2024-07-01,2.40,15597.00,37432.80
85,2024-08-01,2.10,14021.00,29444.10
85,2024-09-01,2.40,17187.00,41248.80
85,2024-10-01,2.10,18248.00,38320.80
85,2024-11-01,2.25,10771.00,24234.75
85,2024-12-01,2.25,9862.00,22189.50
85,2025-01-01,2.40,15383.00,36919.20
85,2025-02-01,2.40,15854.00,38049.60
85,2025-03-01,1.95,10743.00,20948.85
85,2025-04-01,2.25,10445.00,23501.25
85,2025-05-01,2.25,18381.00,41357.25
85,2025-06-01,2.25,8222.00,18499.50
85,2025-07-01,1.95,10836.00,21130.20
85,2025-08-01,1.95,13056.00,25459.20
85,2025-09-01,2.40,13545.00,32508.00
85,2025-10-01,2.40,17541.00,42098.40
85,2025-11-01,2.10,13542.00,28438.20
85,2025-12-01,2.25,19127.00,43035.75
86,2024-01-01,2.10,11672.00,24511.20
86,2024-02-01,2.25,10202.00,22954.50
86,2024-03-01,2.40,16354.00,39249.60
86,2024-04-01,2.10,14213.00,29847.30
86,2024-05-01,2.10,18169.00,38154.90
86,2024-06-01,2.10,18973.00,39843.30
86,2024-07-01,2.40,18854.00,45249.60
86,2024-08-01,2.10,14418.00,30277.80
86,2024-09-01,2.40,12587.00,30208.80
86,2024-10-01,2.10,15622.00,32806.20
86,2024-11-01,1.95,15363.00,29957.85
86,2024-12-01,2.40,17812.00,42748.80
86,2025-01-01,1.95,8308.00,16200.60
86,2025-02-01,2.25,14136.00,31806.00
86,2025-03-01,1.95,16618.00,32405.10
86,2025-04-01,2.40,16983.00,40759.20
86,2025-05-01,2.10,15111.00,31733.10
86,2025-06-01,2.10,12246.00,25716.60
86,2025-07-01,2.25,8750.00,19687.50
86,2025-08-01,2.40,10117.00,24280.80
86,2025-09-01,2.10,11835.00,24853.50
86,2025-10-01,2.10,17936.00,37665.60
86,2025-11-01,2.25,16871.00,37959.75
86,2025-12-01,2.40,12131.00,29114.40
87,2024-01-01,2.10,9312.00,19555.20
87,2024-02-01,2.40,11858.00,28459.20
87,2024-03-01,2.25,8920.00,20070.00
87,2024-04-01,2.25,19266.00,43348.50
87,2024-05-01,1.95,14500.00,28275.00
87,2024-06-01,1.95,14109.00,27512.55
87,2024-07-01,2.25,14027.00,31560.75
87,2024-08-01,2.40,8129.00,19509.60
87,2024-09-01,2.10,15408.00,32356.80
87,2024-10-01,2.25,18456.00,41526.00
87,2024-11-01,2.10,10951.00,22997.10
87,2024-12-01,2.10,17263.00,36252.30
87,2025-01-01,2.40,10178.00,24427.20
87,2025-02-01,2.25,10826.00,24358.50
87,2025-03-01,2.40,13922.00,33412.80
87,2025-04-01,2.25,11466.00,25798.50
87,2025-05-01,2.10,8201.00,17222.10
87,2025-06-01,2.40,13983.00,33559.20
87,2025-07-01,2.40,18724.00,44937.60
87,2025-08-01,2.10,14085.00,29578.50
87,2025-09-01,2.40,17671.00,42410.40
87,2025-10-01,2.10,16163.00,33942.30
87,2025-11-01,1.95,11326.00,22085.70
87,2025-12-01,2.10,15954.00,33503.40
88,2024-01-01,1.95,17343.00,33818.85
88,2024-02-01,2.10,15383.00,32304.30
88,2024-03-01,2.25,11681.00,26282.25
88,2024-04-01,2.10,14554.00,30563.40
88,2024-05-01,2.25,15999.00,35997.75
88,2024-06-01,2.25,12279.00,27627.75
88,2024-07-01,2.10,14233.00,29889.30
88,2024-08-01,2.10,13183.00,27684.30
88,2024-09-01,2.40,16732.00,40156.80
88,2024-10-01,2.40,11595.00,27828.00
88,2024-11-01,2.40,14252.00,34204.80
88,2024-12-01,2.40,15377.00,36904.80
88,2025-01-01,2.25,17193.00,38684.25
88,2025-02-01,1.95,11943.00,23288.85
88,2025-03-01,2.25,18596.00,41841.00
88,2025-04-01,1.95,13735.00,26783.25
88,2025-05-01,2.10,18865.00,39616.50
88,2025-06-01,1.95,8918.00,17390.10
88,2025-07-01,2.10,16237.00,34097.70
88,2025-08-01,2.40,16775.00,40260.00
88,2025-09-01,2.40,13455.00,32292.00
88,2025-10-01,2.25,9609.00,21620.25
88,2025-11-01,2.10,14819.00,31119.90
88,2025-12-01,2.10,13636.00,28635.60
89,2024-01-01,2.10,19834.00,41651.40
89,2024-02-01,2.40,14259.00,34221.60
89,2024-03-01,1.95,19887.00,38779.65
89,2024-04-01,2.25,11612.00,26127.00
89,2024-05-01,2.40,12006.00,28814.40
89,2024-06-01,2.10,17466.00,36678.60
89,2024-07-01,2.40,8271.00,19850.40
89,2024-08-01,2.40,13996.00,33590.40
89,2024-09-01,2.40,13808.00,33139.20
89,2024-10-01,2.25,17635.00,39678.75
89,2024-11-01,2.25,16636.00,37431.00
89,2024-12-01,2.10,9873.00,20733.30
89,2025-01-01,2.40,15880.00,38112.00
89,2025-02-01,1.95,9596.00,18712.20
89,2025-03-01,1.95,14726.00,28715.70
89,2025-04-01,2.10,13414.00,28169.40
89,2025-05-01,1.95,8673.00,16912.35
89,2025-06-01,2.25,10068.00,22653.00
89,2025-07-01,1.95,14870.00,28996.50
89,2025-08-01,2.40,15358.00,36859.20
89,2025-09-01,2.40,17305.00,41532.00
89,2025-10-01,2.10,13423.00,28188.30
89,2025-11-01,2.10,12474.00,26195.40
89,2025-12-01,2.25,14441.00,32492.25
90,2024-01-01,2.10,8347.00,17528.70
90,2024-02-01,2.10,14362.00,30160.20
90,2024-03-01,2.25,14994.00,33736.50
90,2024-04-01,2.25,17230.00,38767.50
90,2024-05-01,2.40,19246.00,46190.40
90,2024-06-01,2.10,11903.00,24996.30
90,2024-07-01,2.25,18672.00,42012.00
90,2024-08-01,1.95,15611.00,30441.45
90,2024-09-01,2.25,19009.00,42770.25
90,2024-10-01,2.40,13174.00,31617.60
90,2024-11-01,1.95,17548.00,34218.60
90,2024-12-01,2.40,16122.00,38692.80
90,2025-01-01,2.25,10519.00,23667.75
90,2025-02-01,1.95,11236.00,21910.20
90,2025-03-01,2.25,16183.00,36411.75
90,2025-04-01,2.10,11029.00,23160.90
90,2025-05-01,2.25,17928.00,40338.00
90,2025-06-01,2.25,9816.00,22086.00
90,2025-07-01,2.25,19662.00,44239.50
90,2025-08-01,1.95,17212.00,33563.40
90,2025-09-01,2.25,18255.00,41073.75
90,2025-10-01,2.40,11770.00,28248.00
90,2025-11-01,1.95,15462.00,30150.90
90,2025-12-01,2.25,8014.00,18031.50
91,2024-01-01,2.25,10382.00,23359.50
91,2024-02-01,1.95,16098.00,31391.10
91,2024-03-01,1.95,8143.00,15878.85
91,2024-04-01,2.10,19767.00,41510.70
91,2024-05-01,2.25,18224.00,41004.00
91,2024-06-01,2.40,15310.00,36744.00
91,2024-07-01,1.95,13699.00,26713.05
91,2024-08-01,1.95,15979.00,31159.05
91,2024-09-01,2.25,17001.00,38252.25
91,2024-10-01,1.95,12402.00,24183.90
91,2024-11-01,2.25,19753.00,44444.25
91,2024-12-01,2.40,10943.00,26263.20
91,2025-01-01,2.40,12802.00,30724.80
91,2025-02-01,2.25,12893.00,29009.25
91,2025-03-01,2.40,19710.00,47304.00
91,2025-04-01,1.95,19088.00,37221.60
91,2025-05-01,2.10,11947.00,25088.70
91,2025-06-01,2.10,10935.00,22963.50
91,2025-07-01,2.25,10426.00,23458.50
91,2025-08-01,2.40,18017.00,43240.80
91,2025-09-01,2.10,13804.00,28988.40
91,2025-10-01,2.40,8870.00,21288.00
91,2025-11-01,2.10,9378.00,19693.80
91,2025-12-01,2.25,17673.00,39764.25
92,2024-01-01,2.25,8481.00,19082.25
92,2024-02-01,2.25,10686.00,24043.50
92,2024-03-01,2.40,18019.00,43245.60
92,2024-04-01,2.10,19693.00,41355.30
92,2024-05-01,2.25,17921.00,40322.25
92,2024-06-01,2.10,16286.00,34200.60
92,2024-07-01,1.95,18669.00,36404.55
92,2024-08-01,2.40,15309.00,36741.60
92,2024-09-01,2.25,11948.00,26883.00
92,2024-10-01,1.95,16994.00,33138.30
92,2024-11-01,2.40,11103.00,26647.20
92,2024-12-01,1.95,18513.00,36100.35
92,2025-01-01,2.10,9082.00,19072.20
92,2025-02-01,2.25,19589.00,44075.25
92,2025-03-01,2.25,10033.00,22574.25
92,2025-04-01,2.40,18069.00,43365.60
92,2025-05-01,1.95,10518.00,20510.10
92,2025-06-01,1.95,18087.00,35269.65
92,2025-07-01,2.40,16134.00,38721.60
92,2025-08-01,2.10,18049.00,37902.90
92,2025-09-01,2.25,17812.00,40077.00
92,2025-10-01,2.25,11118.00,25015.50
92,2025-11-01,1.95,9877.00,19260.15
92,2025-12-01,2.40,13291.00,31898.40
93,2024-01-01,2.10,11439.00,24021.90
93,2024-02-01,2.25,10766.00,24223.50
93,2024-03-01,2.25,15875.00,35718.75
93,2024-04-01,2.25,13164.00,29619.00
93,2024-05-01,2.25,16260.00,36585.00
93,2024-06-01,1.95,19768.00,38547.60
93,2024-07-01,2.25,12210.00,27472.50
93,2024-08-01,2.10,14542.00,30538.20
93,2024-09-01,2.40,12576.00,30182.40
93,2024-10-01,2.10,17611.00,36983.10
93,2024-11-01,2.40,14609.00,35061.60
93,2024-12-01,1.95,14780.00,28821.00
93,2025-01-01,2.10,13041.00,27386.10
93,2025-02-01,1.95,10493.00,20461.35
93,2025-03-01,1.95,11371.00,22173.45
93,2025-04-01,2.25,14423.00,32451.75
93,2025-05-01,2.25,12090.00,27202.50
93,2025-06-01,2.40,13021.00,31250.40
93,2025-07-01,2.25,19466.00,43798.50
93,2025-08-01,1.95,12615.00,24599.25
93,2025-09-01,2.10,8998.00,18895.80
93,2025-10-01,2.25,9936.00,22356.00
93,2025-11-01,1.95,19986.00,38972.70
93,2025-12-01,2.25,17780.00,40005.00
94,2024-01-01,2.25,18530.00,41692.50
94,2024-02-01,2.10,11112.00,23335.20
94,2024-03-01,2.10,13999.00,29397.90
94,2024-04-01,2.25,9938.00,22360.50
94,2024-05-01,2.10,10183.00,21384.30
94,2024-06-01,2.10,12791.00,26861.10
94,2024-07-01,2.40,14447.00,34672.80
94,2024-08-01,2.40,12121.00,29090.40
94,2024-09-01,2.25,11075.00,24918.75
94,2024-10-01,1.95,12336.00,24055.20
94,2024-11-01,1.95,18989.00,37028.55
94,2024-12-01,1.95,17995.00,35090.25
94,2025-01-01,2.10,10472.00,21991.20
94,2025-02-01,2.10,10614.00,22289.40
94,2025-03-01,2.10,14852.00,31189.20
94,2025-04-01,2.25,8501.00,19127.25
94,2025-05-01,2.40,16234.00,38961.60
94,2025-06-01,1.95,9915.00,19334.25
94,2025-07-01,2.10,16952.00,35599.20
94,2025-08-01,2.10,19663.00,41292.30
94,2025-09-01,2.10,10937.00,22967.70
94,2025-10-01,2.40,17042.00,40900.80
94,2025-11-01,2.40,16192.00,38860.80
94,2025-12-01,2.40,17923.00,43015.20
95,2024-01-01,2.10,11168.00,23452.80
95,2024-02-01,2.25,11220.00,25245.00
95,2024-03-01,2.10,9633.00,20229.30
95,2024-04-01,1.95,19653.00,38323.35
95,2024-05-01,1.95,16038.00,31274.10
95,2024-06-01,2.10,12539.00,26331.90
95,2024-07-01,2.40,19472.00,46732.80
95,2024-08-01,2.25,17515.00,39408.75
95,2024-09-01,2.25,13996.00,31491.00
95,2024-10-01,2.25,16991.00,38229.75
95,2024-11-01,2.10,19171.00,40259.10
95,2024-12-01,2.10,18954.00,39803.40
95,2025-01-01,2.10,17217.00,36155.70
95,2025-02-01,1.95,9484.00,18493.80
95,2025-03-01,2.25,8865.00,19946.25
95,2025-04-01,1.95,12993.00,25336.35
95,2025-05-01,1.95,15602.00,30423.90
95,2025-06-01,1.95,18922.00,36897.90
95,2025-07-01,2.25,8836.00,19881.00
95,2025-08-01,2.25,17595.00,39588.75
95,2025-09-01,2.25,18451.00,41514.75
95,2025-10-01,1.95,12756.00,24874.20
95,2025-11-01,1.95,16209.00,31607.55
95,2025-12-01,1.95,14361.00,28003.95
96,2024-01-01,2.40,9485.00,22764.00
96,2024-02-01,1.95,12023.00,23444.85
96,2024-03-01,1.95,10487.00,20449.65
96,2024-04-01,2.10,15030.00,31563.00
96,2024-05-01,2.40,19396.00,46550.40
96,2024-06-01,1.95,9484.00,18493.80
96,2024-07-01,2.10,8217.00,17255.70
96,2024-08-01,1.95,11964.00,23329.80
96,2024-09-01,2.40,18643.00,44743.20
96,2024-10-01,2.25,14711.00,33099.75
96,2024-11-01,1.95,10441.00,20359.95
96,2024-12-01,2.10,15672.00,32911.20
96,2025-01-01,2.25,17394.00,39136.50
96,2025-02-01,2.10,18922.00,39736.20
96,2025-03-01,2.10,14968.00,31432.80
96,2025-04-01,2.10,19428.00,40798.80
96,2025-05-01,2.10,13323.00,27978.30
96,2025-06-01,2.40,9860.00,23664.00
96,2025-07-01,2.10,19792.00,41563.20
96,2025-08-01,2.40,16570.00,39768.00
96,2025-09-01,1.95,10398.00,20276.10
96,2025-10-01,2.10,10402.00,21844.20
96,2025-11-01,2.10,15696.00,32961.60
96,2025-12-01,1.95,17972.00,35045.40
97,2024-01-01,1.95,10441.00,20359.95
97,2024-02-01,2.25,18915.00,42558.75
97,2024-03-01,1.95,18094.00,35283.30
97,2024-04-01,2.40,9695.00,23268.00
97,2024-05-01,2.40,10180.00,24432.00
97,2024-06-01,1.95,8015.00,15629.25
97,2024-07-01,1.95,19261.00,37558.95
97,2024-08-01,2.10,10150.00,21315.00
97,2024-09-01,2.10,12104.00,25418.40
97,2024-10-01,2.25,19143.00,43071.75
97,2024-11-01,2.25,10331.00,23244.75
97,2024-12-01,2.40,11580.00,27792.00
97,2025-01-01,2.40,19554.00,46929.60
97,2025-02-01,2.40,15315.00,36756.00
97,2025-03-01,2.25,13405.00,30161.25
97,2025-04-01,1.95,13583.00,26486.85
97,2025-05-01,2.25,13516.00,30411.00
97,2025-06-01,2.25,19701.00,44327.25
97,2025-07-01,2.10,19686.00,41340.60
97,2025-08-01,2.40,19755.00,47412.00
97,2025-09-01,2.40,10384.00,24921.60
97,2025-10-01,1.95,9424.00,18376.80
97,2025-11-01,2.10,16742.00,35158.20
97,2025-12-01,2.40,9500.00,22800.00
98,2024-01-01,2.40,18760.00,45024.00
98,2024-02-01,2.40,12184.00,29241.60
98,2024-03-01,2.25,9990.00,22477.50
98,2024-04-01,2.25,17923.00,40326.75
98,2024-05-01,1.95,9680.00,18876.00
98,2024-06-01,2.25,17579.00,39552.75
98,2024-07-01,2.40,9196.00,22070.40
98,2024-08-01,1.95,10271.00,20028.45
98,2024-09-01,1.95,15125.00,29493.75
98,2024-10-01,1.95,19466.00,37958.70
98,2024-11-01,1.95,14500.00,28275.00
98,2024-12-01,1.95,14927.00,29107.65
98,2025-01-01,2.10,18909.00,39708.90
98,2025-02-01,2.25,12011.00,27024.75
98,2025-03-01,1.95,10793.00,21046.35
98,2025-04-01,2.10,19716.00,41403.60
98,2025-05-01,2.25,13223.00,29751.75
98,2025-06-01,1.95,15532.00,30287.40
98,2025-07-01,2.25,15926.00,35833.50
98,2025-08-01,2.40,9463.00,22711.20
98,2025-09-01,2.40,15696.00,37670.40
98,2025-10-01,2.40,15378.00,36907.20
98,2025-11-01,2.40,19897.00,47752.80
98,2025-12-01,2.40,13571.00,32570.40
99,2024-01-01,1.95,8945.00,17442.75
99,2024-02-01,2.40,10184.00,24441.60
99,2024-03-01,2.25,16743.00,37671.75
99,2024-04-01,2.25,15610.00,35122.50
99,2024-05-01,2.25,9560.00,21510.00
99,2024-06-01,2.25,18319.00,41217.75
99,2024-07-01,2.25,14970.00,33682.50
99,2024-08-01,2.10,16625.00,34912.50
99,2024-09-01,2.25,11982.00,26959.50
99,2024-10-01,1.95,17839.00,34786.05
99,2024-11-01,2.10,13412.00,28165.20
99,2024-12-01,2.40,10336.00,24806.40
99,2025-01-01,1.95,10848.00,21153.60
99,2025-02-01,1.95,16938.00,33029.10
99,2025-03-01,1.95,18071.00,35238.45
99,2025-04-01,2.40,11647.00,27952.80
99,2025-05-01,2.25,19790.00,44527.50
99,2025-06-01,2.10,14599.00,30657.90
99,2025-07-01,1.95,12912.00,25178.40
99,2025-08-01,2.25,9085.00,20441.25
99,2025-09-01,2.10,13303.00,27936.30
99,2025-10-01,2.25,9941.00,22367.25
99,2025-11-01,2.40,19656.00,47174.40
99,2025-12-01,1.95,14126.00,27545.70
100,2024-01-01,2.25,10871.00,24459.75
100,2024-02-01,1.95,15805.00,30819.75
100,2024-03-01,2.10,16764.00,35204.40
100,2024-04-01,2.25,9828.00,22113.00
100,2024-05-01,2.10,12512.00,26275.20
100,2024-06-01,1.95,16464.00,32104.80
100,2024-07-01,2.10,19685.00,41338.50
100,2024-08-01,2.25,19790.00,44527.50
100,2024-09-01,1.95,9883.00,19271.85
100,2024-10-01,2.40,11518.00,27643.20
100,2024-11-01,2.40,11152.00,26764.80
100,2024-12-01,2.25,19432.00,43722.00
100,2025-01-01,1.95,17745.00,34602.75
100,2025-02-01,2.10,17963.00,37722.30
100,2025-03-01,1.95,10203.00,19895.85
100,2025-04-01,1.95,14555.00,28382.25
100,2025-05-01,2.40,14880.00,35712.00
100,2025-06-01,2.10,10751.00,22577.10
100,2025-07-01,1.95,17869.00,34844.55
100,2025-08-01,1.95,10393.00,20266.35
100,2025-09-01,1.95,16059.00,31315.05
100,2025-10-01,2.10,9645.00,20254.50
100,2025-11-01,2.25,9550.00,21487.50
100,2025-12-01,2.40,14868.00,35683.20
101,2024-01-01,1.95,17206.00,33551.70
101,2024-02-01,2.25,14186.00,31918.50
101,2024-03-01,2.25,18636.00,41931.00
101,2024-04-01,2.25,8874.00,19966.50
101,2024-05-01,2.10,12953.00,27201.30
101,2024-06-01,2.10,19694.00,41357.40
101,2024-07-01,2.25,16079.00,36177.75
101,2024-08-01,1.95,14371.00,28023.45
101,2024-09-01,2.25,13409.00,30170.25
101,2024-10-01,2.40,12155.00,29172.00
101,2024-11-01,2.10,15922.00,33436.20
101,2024-12-01,2.10,11991.00,25181.10
101,2025-01-01,2.25,16097.00,36218.25
101,2025-02-01,2.40,19309.00,46341.60
101,2025-03-01,2.25,8946.00,20128.50
101,2025-04-01,2.40,18399.00,44157.60
101,2025-05-01,2.10,16765.00,35206.50
101,2025-06-01,2.25,16619.00,37392.75
101,2025-07-01,2.40,13650.00,32760.00
101,2025-08-01,2.25,13592.00,30582.00
101,2025-09-01,1.95,18588.00,36246.60
101,2025-10-01,2.10,10634.00,22331.40
101,2025-11-01,2.10,16452.00,34549.20
